taxonid_iucn,code,title,timing,scope,severity,score,invasive
22709399,11.1,Habitat shifting & alteration,Future,Whole (>90%),Unknown,,
22709399,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",,
22709399,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),"Slow, Significant Declines",,
22709399,2.2,Wood & pulp plantations,Ongoing,Majority (50-90%),"Slow, Significant Declines",,
22709399,2.2.1,Small-holder plantations,Ongoing,Majority (50-90%),"Slow, Significant Declines",,
22709399,2.2.2,Agro-industry plantations,Ongoing,Majority (50-90%),"Slow, Significant Declines",,
22709399,5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),"Slow, Significant Declines",,
22709399,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",,
63781,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
63781,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
63781,2.1.3,Agro-industry farming,Ongoing,,,Low Impact: 3,
63781,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
63781,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,
63781,4.1,Roads & railroads,Ongoing,,,Low Impact: 3,
195530,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
195530,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,
195530,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
195530,2.1.4,Scale Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
195530,8.1,Invasive non-native/alien species/diseases (Achatina fulica),Future,Unknown,Unknown,Unknown,Achatina fulica
195530,8.1,Invasive non-native/alien species/diseases (Bos taurus),Ongoing,Unknown,Unknown,Unknown,Bos taurus
195530,8.1,Invasive non-native/alien species/diseases (Capra hircus),Ongoing,Unknown,Unknown,Unknown,Capra hircus
195530,8.1,Invasive non-native/alien species/diseases (Equus caballus),Ongoing,Unknown,Unknown,Unknown,Equus caballus
195530,8.1,Invasive non-native/alien species/diseases (Euglandina rosea),Future,Unknown,Unknown,Unknown,Euglandina rosea
195530,8.1,Invasive non-native/alien species/diseases (Gallus gallus ssp. domesticus),Ongoing,Unknown,Unknown,Unknown,Gallus gallus ssp. domesticus
195530,8.1,Invasive non-native/alien species/diseases (Mus musculus),Ongoing,Unknown,Unknown,Unknown,Mus musculus
195530,8.1,Invasive non-native/alien species/diseases (Platydemus manokwari),Future,Unknown,Unknown,Unknown,Platydemus manokwari
195530,8.1,Invasive non-native/alien species/diseases (Rattus exulans),Ongoing,Unknown,Unknown,Unknown,Rattus exulans
195530,8.1,Invasive non-native/alien species/diseases (Rattus rattus),Ongoing,Unknown,Unknown,Unknown,Rattus rattus
195530,8.1,Invasive non-native/alien species/diseases (Sus domesticus),Ongoing,Unknown,Unknown,Unknown,Sus domesticus
195530,8.1,Invasive non-native/alien species/diseases (Unspecified FORMICIDAE),Ongoing,Unknown,Unknown,Unknown,Unspecified FORMICIDAE
195530,8.1.2,Named species (Achatina fulica),Future,Unknown,Unknown,Unknown,Achatina fulica
195530,8.1.2,Named species (Bos taurus),Ongoing,Unknown,Unknown,Unknown,Bos taurus
195530,8.1.2,Named species (Capra hircus),Ongoing,Unknown,Unknown,Unknown,Capra hircus
195530,8.1.2,Named species (Equus caballus),Ongoing,Unknown,Unknown,Unknown,Equus caballus
195530,8.1.2,Named species (Euglandina rosea),Future,Unknown,Unknown,Unknown,Euglandina rosea
195530,8.1.2,Named species (Gallus gallus ssp. domesticus),Ongoing,Unknown,Unknown,Unknown,Gallus gallus ssp. domesticus
195530,8.1.2,Named species (Mus musculus),Ongoing,Unknown,Unknown,Unknown,Mus musculus
195530,8.1.2,Named species (Platydemus manokwari),Future,Unknown,Unknown,Unknown,Platydemus manokwari
195530,8.1.2,Named species (Rattus exulans),Ongoing,Unknown,Unknown,Unknown,Rattus exulans
195530,8.1.2,Named species (Rattus rattus),Ongoing,Unknown,Unknown,Unknown,Rattus rattus
195530,8.1.2,Named species (Sus domesticus),Ongoing,Unknown,Unknown,Unknown,Sus domesticus
195530,8.1.2,Named species (Unspecified FORMICIDAE),Ongoing,Unknown,Unknown,Unknown,Unspecified FORMICIDAE
196510,8.1,Invasive non-native/alien species/diseases (Cinnamomum verum),Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,Cinnamomum verum
196510,8.1.2,Named species (Cinnamomum verum),Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,Cinnamomum verum
69619345,7.2,Dams & water management/use,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
69619345,7.2,Dams & water management/use,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
69619345,7.2.11,Dams (size unknown),Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
69619345,7.2.3,Abstraction of surface water (agricultural use),Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
69619345,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
69619345,9.3.1,Nutrient loads,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
69619345,9.3.2,"Soil erosion, sedimentation",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
69619345,9.3.3,Herbicides and pesticides,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
80379171,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
80379171,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
80379171,5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
80379171,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
13311403,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
13311403,2.1.4,Scale Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
13311403,2.2,Wood & pulp plantations,Ongoing,Majority (50-90%),Unknown,Unknown,
13311403,2.2.3,Scale Unknown/Unrecorded,Ongoing,Majority (50-90%),Unknown,Unknown,
13311403,7.1,Fire & fire suppression,Ongoing,Minority (<50%),Unknown,Unknown,
13311403,7.1.1,Increase in fire frequency/intensity,Ongoing,Minority (<50%),Unknown,Unknown,
161719,1.1,Housing & urban areas,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161719,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161719,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161719,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161719,7.2,Dams & water management/use,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161719,7.2.11,Dams (size unknown),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161719,9.1,Domestic & urban waste water,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161719,9.1.3,Type Unknown/Unrecorded,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161719,9.3,Agricultural & forestry effluents,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161719,9.3.2,"Soil erosion, sedimentation",Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161719,9.3.3,Herbicides and pesticides,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
44185,1.1,Housing & urban areas,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
44185,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
44185,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
44185,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
44185,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
44185,7.2,Dams & water management/use,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
44185,7.2.11,Dams (size unknown),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
44185,9.1,Domestic & urban waste water,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
44185,9.1.3,Type Unknown/Unrecorded,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
44185,9.3,Agricultural & forestry effluents,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
44185,9.3.2,"Soil erosion, sedimentation",Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
44185,9.3.3,Herbicides and pesticides,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
39411,1.1,Housing & urban areas,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
39411,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
39411,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
39411,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
39411,7.2,Dams & water management/use,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
39411,7.2.11,Dams (size unknown),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
39411,9.1,Domestic & urban waste water,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
39411,9.1.3,Type Unknown/Unrecorded,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
39411,9.3,Agricultural & forestry effluents,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
39411,9.3.2,"Soil erosion, sedimentation",Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
39411,9.3.3,Herbicides and pesticides,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
21992,5.4,Fishing & harvesting aquatic resources,"Past, Unlikely to Return",Majority (50-90%),Rapid Declines,Past Impact,
21992,5.4.1,Intentional use: (subsistence/small scale) [harvest],"Past, Unlikely to Return",Majority (50-90%),Rapid Declines,Past Impact,
21992,6.3,Work & other activities,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,
21992,8.1,Invasive non-native/alien species/diseases,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,
21992,8.1,Invasive non-native/alien species/diseases (Ctenopharyngodon idella),Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,Ctenopharyngodon idella
21992,8.1,Invasive non-native/alien species/diseases (Unspecified GOBIIDAE),Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,Unspecified GOBIIDAE
21992,8.1.1,Unspecified species,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,
21992,8.1.2,Named species (Ctenopharyngodon idella),Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,Ctenopharyngodon idella
21992,8.1.2,Named species (Unspecified GOBIIDAE),Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,Unspecified GOBIIDAE
21992,9.1,Domestic & urban waste water,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,
21992,9.1.3,Type Unknown/Unrecorded,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,
21992,9.2,Industrial & military effluents,Ongoing,Unknown,Unknown,Unknown,
21992,9.2.3,Type Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
21992,9.3,Agricultural & forestry effluents,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,
21992,9.3.1,Nutrient loads,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,
8630,11.2,Droughts,Future,Majority (50-90%),Unknown,Unknown,
8630,11.3,Temperature extremes,Future,Majority (50-90%),Unknown,Unknown,
8630,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Unknown,Unknown,
8630,2.3.4,Scale Unknown/Unrecorded,Ongoing,Majority (50-90%),Unknown,Unknown,
8630,7.2,Dams & water management/use,Ongoing,Majority (50-90%),Unknown,Unknown,
8630,7.2.5,Abstraction of ground water (domestic use),Ongoing,Majority (50-90%),Unknown,Unknown,
8630,7.2.6,Abstraction of ground water (commercial use),Ongoing,Majority (50-90%),Unknown,Unknown,
56976578,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
56976578,1.3,Tourism & recreation areas,Ongoing,,,Low Impact: 3,
56976638,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
22701605,1.1,Housing & urban areas,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
22701605,1.3,Tourism & recreation areas,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
22701605,2.2,Wood & pulp plantations,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
22701605,2.2.2,Agro-industry plantations,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
22701605,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
22701605,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
22735914,3.2,Mining & quarrying,"Past, Unlikely to Return",Majority (50-90%),"Slow, Significant Declines",,
22735914,5.3,Logging & wood harvesting,Unknown,Majority (50-90%),Unknown,,
22735914,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Unknown,Majority (50-90%),Unknown,,
22735914,7.1,Fire & fire suppression,Ongoing,Majority (50-90%),Unknown,,
22735914,7.1.1,Increase in fire frequency/intensity,Ongoing,Majority (50-90%),Unknown,,
103811282,11.2,Droughts,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,
103811282,8.1,Invasive non-native/alien species/diseases (Foudia madagascariensis),"Past, Likely to Return",Majority (50-90%),"Slow, Significant Declines",Past Impact,Foudia madagascariensis
103811282,8.1,Invasive non-native/alien species/diseases (Rattus rattus),Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,Rattus rattus
103811282,8.1.2,Named species (Foudia madagascariensis),"Past, Likely to Return",Majority (50-90%),"Slow, Significant Declines",Past Impact,Foudia madagascariensis
103811282,8.1.2,Named species (Rattus rattus),Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,Rattus rattus
103811282,8.2,Problematic native species/diseases (Corvus albus),Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,Corvus albus
103811282,8.2.2,Named species (Corvus albus),Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,Corvus albus
22719149,11.1,Habitat shifting & alteration,Future,Whole (>90%),Unknown,Unknown,
22719149,2.1,Annual & perennial non-timber crops,"Past, Unlikely to Return",Majority (50-90%),Negligible declines,Past Impact,
22719149,2.1.4,Scale Unknown/Unrecorded,"Past, Unlikely to Return",Majority (50-90%),Negligible declines,Past Impact,
22719149,5.3,Logging & wood harvesting,"Past, Unlikely to Return",Majority (50-90%),Negligible declines,Past Impact,
22719149,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],"Past, Unlikely to Return",Majority (50-90%),Negligible declines,Past Impact,
22719149,8.1,Invasive non-native/alien species/diseases (Foudia madagascariensis),Ongoing,Whole (>90%),Unknown,Unknown,Foudia madagascariensis
22719149,8.1,Invasive non-native/alien species/diseases (Macaca fascicularis),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Macaca fascicularis
22719149,8.1,Invasive non-native/alien species/diseases (Rattus rattus),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Rattus rattus
22719149,8.1.2,Named species (Foudia madagascariensis),Ongoing,Whole (>90%),Unknown,Unknown,Foudia madagascariensis
22719149,8.1.2,Named species (Macaca fascicularis),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Macaca fascicularis
22719149,8.1.2,Named species (Rattus rattus),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Rattus rattus
103822640,5.1,Hunting & trapping terrestrial animals,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,
103822640,5.1.1,Intentional use (species is the target),Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,
103822640,5.3,Logging & wood harvesting,"Past, Unlikely to Return",Majority (50-90%),Rapid Declines,Past Impact,
103822640,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],"Past, Unlikely to Return",Majority (50-90%),Rapid Declines,Past Impact,
103822640,6.1,Recreational activities,Ongoing,Minority (<50%),No decline,Low Impact: 4,
103822640,7.1,Fire & fire suppression,Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,
103822640,7.1.1,Increase in fire frequency/intensity,Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,
103822640,8.2,Problematic native species/diseases (Dendrocopos major),Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,Dendrocopos major
103822640,8.2,Problematic native species/diseases (Felis catus),Ongoing,Unknown,Unknown,Unknown,Felis catus
103822640,8.2.2,Named species (Dendrocopos major),Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,Dendrocopos major
103822640,8.2.2,Named species (Felis catus),Ongoing,Unknown,Unknown,Unknown,Felis catus
167462770,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
167462770,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
167462770,5.1,Hunting & trapping terrestrial animals,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,
167462770,5.1,Hunting & trapping terrestrial animals,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
167462770,5.1.1,Intentional use (species is the target),Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,
167462770,5.1.3,Persecution/control,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
184512,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
184512,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
184512,6.3,Work & other activities,Ongoing,,,Low Impact: 3,
184512,7.2,Dams & water management/use,Future,,,No/Negligible Impact: 1,
184512,7.2.11,Dams (size unknown),Future,,,No/Negligible Impact: 1,
184512,9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,
184512,9.1.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
184512,9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,
184512,9.3.4,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
182209,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
182209,2.1.4,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
182209,7.2,Dams & water management/use,Future,,,No/Negligible Impact: 1,
182209,7.2.11,Dams (size unknown),Future,,,No/Negligible Impact: 1,
181852,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
