taxonid_iucn,code,title,timing,scope,severity,score,invasive
44499,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
44499,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
44499,5.4,Fishing & harvesting aquatic resources,Ongoing,,,Low Impact: 3,
44499,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,
44499,8.1,Invasive non-native/alien species/diseases,Ongoing,,,Low Impact: 3,
44499,8.1.1,Unspecified species,Ongoing,,,Low Impact: 3,
44493,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
44493,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
44493,5.4,Fishing & harvesting aquatic resources,Ongoing,,,Low Impact: 3,
44493,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,
44493,8.1,Invasive non-native/alien species/diseases,Ongoing,,,Low Impact: 3,
44493,8.1.1,Unspecified species,Ongoing,,,Low Impact: 3,
44494,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
44494,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
44494,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
44494,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
44494,7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,
44494,7.2.3,Abstraction of surface water (agricultural use),Ongoing,,,Low Impact: 3,
44494,8.1,Invasive non-native/alien species/diseases,Ongoing,,,Low Impact: 3,
44494,8.1.1,Unspecified species,Ongoing,,,Low Impact: 3,
44500,5.3,Logging & wood harvesting,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,
44500,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,
44500,7.3,Other ecosystem modifications,Ongoing,,,Low Impact: 3,
44500,8.2,Problematic native species/diseases,Ongoing,,,Low Impact: 3,
44500,8.2.1,Unspecified species,Ongoing,,,Low Impact: 3,
110211686,5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
110211686,5.3.5,Motivation Unknown/Unrecorded,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
149163622,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
149163622,11.1,Habitat shifting & alteration,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,
149163622,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,
149163622,6.1,Recreational activities,Ongoing,Unknown,Unknown,Unknown,
149163622,9.1,Domestic & urban waste water,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,
149163622,9.1.3,Type Unknown/Unrecorded,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,
149163622,9.3,Agricultural & forestry effluents,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,
149163622,9.3.4,Type Unknown/Unrecorded,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,
16240,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
16240,11.1,Habitat shifting & alteration,Ongoing,Unknown,Unknown,Unknown,
16240,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
16240,2.1.4,Scale Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
16240,9.1,Domestic & urban waste water,Ongoing,Unknown,Unknown,Unknown,
16240,9.1.3,Type Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
16240,9.3,Agricultural & forestry effluents,Ongoing,Unknown,Unknown,Unknown,
16240,9.3.4,Type Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
68450071,1.3,Tourism & recreation areas,Ongoing,Minority (<50%),Unknown,Unknown,
68450071,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Unknown,Unknown,
68450071,2.3.1,Nomadic grazing,Ongoing,Majority (50-90%),Unknown,Unknown,
68450071,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Majority (50-90%),Unknown,Unknown,
68450364,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Unknown,Unknown,
68450364,2.3.1,Nomadic grazing,Ongoing,Majority (50-90%),Unknown,Unknown,
68450372,1.3,Tourism & recreation areas,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
68450372,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Unknown,Unknown,
68450372,2.3.1,Nomadic grazing,Ongoing,Majority (50-90%),Unknown,Unknown,
68450372,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Majority (50-90%),Unknown,Unknown,
61660121,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
61660121,2.1.2,Small-holder farming,Ongoing,Unknown,Unknown,Unknown,
61660121,9.3,Agricultural & forestry effluents,Ongoing,Unknown,Unknown,Unknown,
61660121,9.3.2,"Soil erosion, sedimentation",Ongoing,Unknown,Unknown,Unknown,
19673071,1.1,Housing & urban areas,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
19673071,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
19673071,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
19673071,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
19673071,5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
19673071,5.3.5,Motivation Unknown/Unrecorded,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
172883,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
172883,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
172883,5.1,Hunting & trapping terrestrial animals,Ongoing,Majority (50-90%),Unknown,Unknown,
172883,5.1.1,Intentional use (species is the target),Ongoing,Majority (50-90%),Unknown,Unknown,
172883,5.2,Gathering terrestrial plants,Ongoing,Majority (50-90%),Unknown,Unknown,
172883,5.2.2,Unintentional effects (species is not the target),Ongoing,Majority (50-90%),Unknown,Unknown,
172883,5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
172883,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
172935,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
172935,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
172935,7.1,Fire & fire suppression,Ongoing,Unknown,Unknown,Unknown,
172935,7.1.1,Increase in fire frequency/intensity,Ongoing,Unknown,Unknown,Unknown,
22720818,2.3,Livestock farming & ranching,"Past, Unlikely to Return",Majority (50-90%),"Slow, Significant Declines",Past Impact,
22720818,2.3.3,"Agro-industry grazing, ranching or farming","Past, Unlikely to Return",Majority (50-90%),"Slow, Significant Declines",Past Impact,
22720818,5.3,Logging & wood harvesting,"Past, Unlikely to Return",Majority (50-90%),"Slow, Significant Declines",Past Impact,
22720818,5.3.4,Unintentional effects: (large scale) [harvest],"Past, Unlikely to Return",Majority (50-90%),"Slow, Significant Declines",Past Impact,
22720818,7.1,Fire & fire suppression,"Past, Likely to Return",Majority (50-90%),Rapid Declines,Past Impact,
22720818,7.1.3,Trend Unknown/Unrecorded,"Past, Likely to Return",Majority (50-90%),Rapid Declines,Past Impact,
22720818,8.1,Invasive non-native/alien species/diseases,Ongoing,Majority (50-90%),Negligible declines,Low Impact: 5,
22720818,8.1,Invasive non-native/alien species/diseases (Axis axis),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Axis axis
22720818,8.1,Invasive non-native/alien species/diseases (Capra hircus),Ongoing,Majority (50-90%),Negligible declines,Low Impact: 5,Capra hircus
22720818,8.1,Invasive non-native/alien species/diseases (Plasmodium relictum),Ongoing,Majority (50-90%),Negligible declines,Low Impact: 5,Plasmodium relictum
22720818,8.1,Invasive non-native/alien species/diseases (Sus domesticus),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Sus domesticus
22720818,8.1.1,Unspecified species,Ongoing,Majority (50-90%),Negligible declines,Low Impact: 5,
22720818,8.1.2,Named species (Axis axis),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Axis axis
22720818,8.1.2,Named species (Capra hircus),Ongoing,Majority (50-90%),Negligible declines,Low Impact: 5,Capra hircus
22720818,8.1.2,Named species (Plasmodium relictum),Ongoing,Majority (50-90%),Negligible declines,Low Impact: 5,Plasmodium relictum
22720818,8.1.2,Named species (Sus domesticus),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Sus domesticus
22720818,8.5,Viral/prion-induced diseases,Ongoing,Majority (50-90%),Negligible declines,Low Impact: 5,
22720818,8.5.2,Named species,Ongoing,Majority (50-90%),Negligible declines,Low Impact: 5,
91311649,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
91311649,2.1.3,Agro-industry farming,Ongoing,Unknown,Unknown,Unknown,
91311649,2.2,Wood & pulp plantations,Ongoing,Unknown,Unknown,Unknown,
91311649,2.2.2,Agro-industry plantations,Ongoing,Unknown,Unknown,Unknown,
91311649,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
91311649,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
91311783,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
91311783,2.1.3,Agro-industry farming,Ongoing,Unknown,Unknown,Unknown,
91311783,2.2,Wood & pulp plantations,Ongoing,Unknown,Unknown,Unknown,
91311783,2.2.2,Agro-industry plantations,Ongoing,Unknown,Unknown,Unknown,
91311783,3.2,Mining & quarrying,Ongoing,Unknown,Unknown,Unknown,
91311783,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
91311783,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
91311783,7.1,Fire & fire suppression,Ongoing,Unknown,Unknown,Unknown,
91311783,7.1.1,Increase in fire frequency/intensity,Ongoing,Unknown,Unknown,Unknown,
91311783,9.2,Industrial & military effluents,Ongoing,Unknown,Unknown,Unknown,
91311783,9.2.2,Seepage from mining,Ongoing,Unknown,Unknown,Unknown,
91311819,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
91311819,2.1.3,Agro-industry farming,Ongoing,Unknown,Unknown,Unknown,
91311819,2.2,Wood & pulp plantations,Ongoing,Unknown,Unknown,Unknown,
91311819,2.2.2,Agro-industry plantations,Ongoing,Unknown,Unknown,Unknown,
91311819,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
91311819,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
16264,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
16264,2.1.3,Agro-industry farming,Ongoing,Unknown,Unknown,Unknown,
16264,2.2,Wood & pulp plantations,Ongoing,Unknown,Unknown,Unknown,
16264,2.2.2,Agro-industry plantations,Ongoing,Unknown,Unknown,Unknown,
16264,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
16264,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
91315551,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
91315551,2.1.3,Agro-industry farming,Ongoing,Unknown,Unknown,Unknown,
91315551,2.2,Wood & pulp plantations,Ongoing,Unknown,Unknown,Unknown,
91315551,2.2.2,Agro-industry plantations,Ongoing,Unknown,Unknown,Unknown,
91315551,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
91315551,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
91315551,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Unknown,Unknown,
91315551,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
91315629,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
91315629,2.1.3,Agro-industry farming,Ongoing,Unknown,Unknown,Unknown,
91315629,2.2,Wood & pulp plantations,Ongoing,Unknown,Unknown,Unknown,
91315629,2.2.2,Agro-industry plantations,Ongoing,Unknown,Unknown,Unknown,
91315629,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
91315629,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
91315629,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Unknown,Unknown,
91315629,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
91315715,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
91315715,2.1.3,Agro-industry farming,Ongoing,Unknown,Unknown,Unknown,
91315715,2.2,Wood & pulp plantations,Ongoing,Unknown,Unknown,Unknown,
91315715,2.2.2,Agro-industry plantations,Ongoing,Unknown,Unknown,Unknown,
91315715,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
91315715,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
91315727,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
91315727,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
91315727,2.1.3,Agro-industry farming,Ongoing,Unknown,Unknown,Unknown,
91315727,2.2,Wood & pulp plantations,Ongoing,Unknown,Unknown,Unknown,
91315727,2.2.2,Agro-industry plantations,Ongoing,Unknown,Unknown,Unknown,
91315727,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
91315727,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
91315727,9.4,Garbage & solid waste,Ongoing,Unknown,Unknown,Unknown,
91315829,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
91315829,2.1.3,Agro-industry farming,Ongoing,Unknown,Unknown,Unknown,
91315953,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
91315953,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
91315953,2.1.3,Agro-industry farming,Ongoing,Unknown,Unknown,Unknown,
91315953,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Unknown,Unknown,
91315953,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
91315953,9.3,Agricultural & forestry effluents,Ongoing,Unknown,Unknown,Unknown,
91315953,9.3.2,"Soil erosion, sedimentation",Ongoing,Unknown,Unknown,Unknown,
91315953,9.3.3,Herbicides and pesticides,Ongoing,Unknown,Unknown,Unknown,
198801,8.1,Invasive non-native/alien species/diseases (Euglandina rosea),Ongoing,Unknown,Unknown,Unknown,Euglandina rosea
198801,8.1,Invasive non-native/alien species/diseases (Platydemus manokwari),Future,Unknown,Unknown,Unknown,Platydemus manokwari
198801,8.1.2,Named species (Euglandina rosea),Ongoing,Unknown,Unknown,Unknown,Euglandina rosea
198801,8.1.2,Named species (Platydemus manokwari),Future,Unknown,Unknown,Unknown,Platydemus manokwari
61522,11.1,Habitat shifting & alteration,Future,,,No/Negligible Impact: 1,
61522,1.3,Tourism & recreation areas,Ongoing,,,Low Impact: 3,
61522,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
61522,2.3.1,Nomadic grazing,Ongoing,,,Low Impact: 3,
61721,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
61721,5.3.5,Motivation Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
61721,9.3,Agricultural & forestry effluents,Ongoing,Unknown,Unknown,Unknown,
61721,9.3.2,"Soil erosion, sedimentation",Ongoing,Unknown,Unknown,Unknown,
61721,9.3.3,Herbicides and pesticides,Ongoing,Unknown,Unknown,Unknown,
104306073,1.1,Housing & urban areas,Ongoing,Minority (<50%),Unknown,Unknown,
104306073,11.1,Habitat shifting & alteration,Ongoing,Whole (>90%),Unknown,Unknown,
104306073,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
104306073,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
104306073,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
104306073,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
104306073,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
104306073,9.1,Domestic & urban waste water,Ongoing,Minority (<50%),Unknown,Unknown,
104306073,9.1.1,Sewage,Ongoing,Minority (<50%),Unknown,Unknown,
104306073,9.1.2,Run-off,Ongoing,Minority (<50%),Unknown,Unknown,
161465,1.1,Housing & urban areas,Ongoing,Minority (<50%),Unknown,Unknown,
161465,11.1,Habitat shifting & alteration,Ongoing,Whole (>90%),Unknown,Unknown,
161465,2.4,Marine & freshwater aquaculture,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161465,2.4.1,Subsistence/artisinal aquaculture,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161465,2.4.2,Industrial aquaculture,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161465,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161465,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161465,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161465,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161465,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161465,9.1,Domestic & urban waste water,Ongoing,Minority (<50%),Unknown,Unknown,
161465,9.1.1,Sewage,Ongoing,Minority (<50%),Unknown,Unknown,
104208524,2.4,Marine & freshwater aquaculture,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
104208524,2.4.1,Subsistence/artisinal aquaculture,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
104208524,2.4.2,Industrial aquaculture,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
104208524,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
104208524,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
104208524,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
104208524,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
104208524,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161547,2.4,Marine & freshwater aquaculture,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
161547,2.4.1,Subsistence/artisinal aquaculture,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
161547,2.4.2,Industrial aquaculture,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
161547,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161547,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161547,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161547,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161547,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
